Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,ECO,Faltas_ECO,APL,Faltas_APL,EVA,Faltas_EVA,DIR,Faltas_DIR,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TAL2,Faltas_TAL2,TAL3,Faltas_TAL3,TAL4,Faltas_TAL4,TUT,Faltas_TUT
db5837ec-5fc5-4959-86a9-42baf7f91acb,F,No,PUERICULTURA,MATUTINO,5,2,7,2,8,0,10,0,10,3,9,0,10,0,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
2431581b-682a-47ef-9b1a-42d109d3c6cb,F,No,PUERICULTURA,MATUTINO,5,4,8,2,8,1,10,0,8,6,10,1,10,2,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
fdc4a839-fa23-46aa-9fe0-111a72a490ae,F,No,PUERICULTURA,MATUTINO,5,9,5,5,5,8,10,5,8,0,9,0,9,1,AC,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
a5c03af9-c7e9-47ac-bb6e-061c8142f3cd,F,No,PUERICULTURA,MATUTINO,6,5,8,4,8,0,10,3,8,4,9,0,9,4,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
b0ebeca3-0347-481f-bd50-ca7607e7f0f1,F,No,PUERICULTURA,MATUTINO,8,0,9,0,10,0,10,0,9,0,10,0,9,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
c1183133-e012-4d7d-a4d3-00ae0a546c9c,F,No,PUERICULTURA,MATUTINO,9,1,8,3,9,1,10,0,9,2,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
6d7a6844-a1df-4b8e-ac65-7512918a8ee4,F,No,PUERICULTURA,MATUTINO,5,9,5,5,8,4,7,3,8,0,6,0,9,0,NA,0,AC,0,AC,0,NA,0,NA,0,NA,0,,
2fe78e05-1c5f-4fb0-ac48-23a33c52398a,F,No,PUERICULTURA,MATUTINO,10,0,10,0,10,0,10,0,9,0,10,0,9,1,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d4f4364a-c77e-401b-a14b-a7147273c4aa,F,Si,PUERICULTURA,MATUTINO,,,,,NP,17,,,,,,,,,,,,,,,,,,,,,,
fbd4fead-ac54-4a88-8449-4748e04c0d02,F,No,PUERICULTURA,MATUTINO,5,8,5,2,9,1,8,4,8,6,8,0,9,1,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
ebcf7f5e-a177-4b87-98b4-b6915011cc3a,F,No,PUERICULTURA,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,0,,0,,0,,0,,
3bcefad6-0673-48a0-a99e-848df7183f01,F,Si,PUERICULTURA,MATUTINO,7,6,7,4,9,2,9,3,9,9,,,,,,,,,,,,,,,,,,
ff9ccc9d-0865-4993-9eb6-9f6c0a92ebe5,F,No,PUERICULTURA,MATUTINO,5,6,5,3,8,3,9,0,8,10,9,2,9,3,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
9dadb561-9c36-4ceb-882e-beb7409efb29,F,No,PUERICULTURA,MATUTINO,5,5,5,1,6,0,5,2,8,5,8,1,9,4,NA,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
c1e11f16-36ba-45b6-b4b4-f22cbfeac2fa,F,No,PUERICULTURA,MATUTINO,7,2,9,0,8,0,10,0,9,0,9,0,9,1,NA,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
42b32a93-663e-464a-9282-0ccd981e5e64,F,No,PUERICULTURA,MATUTINO,7,4,8,1,8,2,9,2,9,9,9,1,10,1,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
0748df26-2354-47f2-8548-d2a117a6f171,F,No,PUERICULTURA,MATUTINO,6,5,5,3,9,5,10,3,10,0,10,1,10,1,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
79853ac8-d543-4da4-ab54-60c46bdfc519,F,No,PUERICULTURA,MATUTINO,6,7,7,2,8,3,10,1,8,9,10,0,10,3,AC,0,AC,0,NA,0,AC,0,AC,0,AC,0,,
76599996-88b3-4c46-9090-4962b6f166d5,F,No,PUERICULTURA,MATUTINO,5,6,7,2,8,1,9,0,8,6,9,1,9,1,NA,0,AC,0,AC,0,NA,0,AC,0,AC,0,,
549037a9-1855-4940-a9c8-eb5f5406bdba,F,No,PUERICULTURA,MATUTINO,9,0,5,1,10,0,10,0,9,3,10,0,10,0,AC,0,NA,0,AC,0,AC,0,AC,0,AC,0,,
290a70df-72f6-4f03-b832-d9ea18380bc4,F,No,PUERICULTURA,MATUTINO,5,8,6,2,8,2,10,1,8,3,10,0,10,0,NA,0,AC,0,NA,0,AC,0,NA,0,AC,0,,
8df93afb-5ee2-4317-b894-446669072a8f,F,No,PUERICULTURA,MATUTINO,8,0,8,0,10,0,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
d3ab190a-a06d-4b18-8bfa-95a198c5682d,F,No,PUERICULTURA,MATUTINO,7,0,8,1,8,1,10,0,10,0,10,0,10,0,AC,0,AC,0,AC,0,AC,0,AC,0,AC,0,,
90e752a9-5ca0-46e9-a580-9644b88875c8,F,No,PUERICULTURA,MATUTINO,7,4,5,5,8,0,8,5,8,5,9,2,9,5,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
c197ba46-cab1-404e-b8e9-9e0266a6a405,F,No,PUERICULTURA,MATUTINO,5,6,5,6,8,2,5,4,8,0,8,2,9,4,NA,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
30ecad9c-1b40-4675-b4a4-07582bb67002,F,No,PUERICULTURA,MATUTINO,5,7,5,3,8,4,7,3,8,3,10,0,9,5,NA,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
56bbcdc8-7181-4a75-b1d7-fe884688d71c,F,No,PUERICULTURA,MATUTINO,5,3,7,3,9,1,9,1,9,2,10,0,9,1,NA,0,AC,0,AC,0,AC,0,NA,0,AC,0,,
b35be46d-7df2-4abf-b862-0a1c14d1c0a3,F,No,PUERICULTURA,MATUTINO,5,8,5,6,8,5,7,7,8,3,10,2,9,6,AC,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
74345b7d-4899-4e1e-bf03-99de248670f0,F,No,PUERICULTURA,MATUTINO,6,1,5,3,8,3,10,1,8,3,8,1,9,0,NA,0,NA,0,AC,0,AC,0,NA,0,AC,0,,
