Id Unico,Genero,Repetidor,Especialidad,Turno,CÁL,Faltas_CÁL,ING,Faltas_ING,FÍS,Faltas_FÍS,CIE,Faltas_CIE,ASE,Faltas_ASE,MID,Faltas_MID,MEJ,Faltas_MEJ,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TAL1,Faltas_TAL1,TUT,Faltas_TUT
bf603bca-4630-426a-9cee-6129ce9b9bc4,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,5,8,5,14,5,4,5,2,5,4,NP,0,NA,0,NA,0,AC,0,,
26581d9d-d5b3-4e08-b1af-0a0c633388c0,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,4,7,1,9,2,8,0,8,4,5,4,5,0,AC,0,NA,0,AC,0,,
014fa520-d946-4d81-8580-c40f8b057d1f,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,,,,,,,,,,,,,,,,,,,,
c1a9215a-56fe-44d3-a1d7-3e192b12cbed,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,7,2,10,0,6,0,9,1,9,1,8,0,AC,0,AC,0,AC,0,,
54168904-045d-4142-b81c-bcff2aa675b2,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,6,7,4,7,0,5,0,9,3,5,5,5,0,AC,0,AC,0,AC,0,,
0b3ef4c9-9c07-481e-bc9c-b6065db30ecb,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,2,10,1,10,0,10,0,9,2,9,1,10,0,AC,0,AC,0,AC,0,,
da1150d8-3043-4478-b6fb-eb1199eb5dc5,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,2,10,7,8,2,5,0,5,5,5,3,5,4,NA,0,AC,0,AC,0,,
f466ec33-1c35-4d42-9262-fe981562ffaa,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,4,8,5,10,0,5,2,9,0,8,1,8,0,AC,0,AC,0,AC,0,,
9c6e998a-f446-4388-bf29-8966d9113c0d,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,10,0,10,0,10,0,10,2,9,1,10,0,AC,0,AC,0,AC,0,,
187068e9-6572-44cd-87fa-7d837c6062a1,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,10,0,9,0,8,0,9,1,9,0,7,0,AC,0,AC,0,AC,0,,
bae5acb1-c3d6-4f6d-98df-2a01f0323e9b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,7,0,10,1,7,0,7,4,9,2,7,1,9,0,AC,0,AC,0,AC,0,,
dfdcec1c-b585-4693-b092-5e75778525d1,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,1,10,0,8,2,6,2,10,0,8,0,5,0,AC,0,AC,0,AC,0,,
c22da7fc-c663-4eae-a291-df5f45627351,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,5,7,6,5,4,6,2,5,5,5,6,5,0,NA,0,NA,0,NA,0,,
4a615990-292e-4426-80e4-eda4086f624d,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,3,8,4,6,6,5,4,5,2,6,7,6,2,AC,0,AC,0,NA,0,,
4a9309cd-5233-44f1-a75a-f3cf14612259,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,0,9,2,5,2,9,0,8,0,5,0,AC,0,AC,0,AC,0,,
4ee05f3b-b51f-40c5-9e72-2ecec839a7e7,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,1,7,7,7,8,5,2,5,5,6,5,5,0,AC,0,AC,0,AC,0,,
b7278684-f0d2-4d64-9624-508109678d3e,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,1,10,1,8,2,9,2,10,2,7,1,10,0,AC,0,AC,0,AC,0,,
a94aeb76-b407-4ace-9e3b-7e9396353a27,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,10,1,7,2,6,0,9,3,7,2,8,0,AC,0,AC,0,AC,0,,
eac4d218-6e15-4f11-9d42-1ae2d1538263,F,Si,PRODUCCIÓN INDUSTRIAL,MATUTINO,,,,,,,NP,24,,,,,,,,,,,,,,
2832b1ed-0494-4fe7-8666-aa379173c9c9,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,7,4,9,4,5,2,9,0,7,3,7,0,AC,0,AC,0,AC,0,,
5cb6f6fc-7baa-4aa0-83c3-69f017f0fd00,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,2,10,2,8,2,9,0,9,2,10,2,7,0,AC,0,AC,0,AC,0,,
ab51afde-a9e6-4c2d-b744-2a79be041fe6,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,7,3,6,0,5,4,8,6,7,2,8,0,AC,0,NA,0,AC,0,,
79805986-9e64-4a09-b32a-6f7bef20f4cd,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,10,1,7,0,6,2,9,3,9,1,8,0,AC,0,AC,0,AC,0,,
4cb1001c-c46e-43f2-8c9a-6f3539fd2e22,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,7,6,5,6,16,5,8,5,2,7,7,7,0,AC,0,NA,0,AC,0,,
fd2123b6-02f9-45b3-bf3b-d8ceddd4946f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,0,9,2,9,0,9,4,8,2,5,0,AC,0,AC,0,AC,0,,
4663dfbc-6f6e-4f85-95ee-67afea98d647,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,3,7,10,6,6,5,2,5,6,6,6,5,0,AC,0,NA,0,AC,0,,
e46f7dc2-de8d-4694-94d0-421379e8abbc,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,8,8,3,5,14,5,2,5,10,8,13,5,3,NA,0,NA,0,NA,0,,
fdd09280-6f09-4706-bc17-5ba574e6520d,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,7,6,8,4,5,0,9,0,8,6,9,0,AC,0,AC,0,AC,0,,
20ab5759-6f76-4917-9d75-085b08c2696c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,1,10,0,7,0,9,0,8,0,10,0,8,0,AC,0,AC,0,AC,0,,
c96fd136-4c05-4395-b9d2-392bf09ea131,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,6,0,7,3,5,2,5,2,7,3,5,2,6,0,AC,0,AC,0,AC,0,,
