Id Unico,Genero,Repetidor,Especialidad,Turno,PRO,Faltas_PRO,TEM,Faltas_TEM,ELA,Faltas_ELA,ELA0,Faltas_ELA0,ELA1,Faltas_ELA1,TEM0,Faltas_TEM0,DIB,Faltas_DIB,TAL,Faltas_TAL,TAL0,Faltas_TAL0,TUT,Faltas_TUT
21785b57-f3cb-4420-9550-f05fd0c79b3a,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,2,5,0,8,0,10,0,6,0,8,0,10,0,AC,0,NA,0,,
4674a390-a525-43f9-b00e-22d0bbbcdd06,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,9,0,9,0,9,0,10,0,9,0,8,0,10,0,AC,0,AC,0,,
926076f4-5789-425a-a7cf-6bb9a4d0e370,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,9,2,9,0,9,0,8,0,8,2,AC,0,AC,0,,
a8832ebf-bc3f-4d09-88c8-a420f00ab670,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,4,6,0,9,0,10,0,9,0,8,0,10,0,AC,0,NA,0,,
49c08658-f106-4a09-b9eb-833c19c2dea2,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,2,9,0,10,4,10,0,9,0,10,0,10,0,AC,0,AC,0,,
b4a815b0-21fc-4705-8f18-de43dc2fe2b7,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,9,2,8,1,10,0,9,0,9,0,10,0,AC,0,AC,0,,
6ba907e5-d80d-4ef3-8e75-b275d9b039a2,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,8,0,8,6,9,0,8,0,7,0,10,0,AC,0,AC,0,,
fc8fec7b-cb9d-473f-8a82-06e9a74271f5,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,9,0,9,0,10,0,10,0,10,0,10,0,AC,0,AC,0,,
7399cfe7-dd04-4d71-b334-27e8992abeaf,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,2,9,2,9,0,10,0,10,0,7,0,10,0,AC,0,AC,0,,
1a0ed2a4-d868-4686-9f8b-49c755d33bd6,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,8,0,5,6,10,0,8,0,7,2,8,2,AC,0,NA,0,,
5db61d1d-4c63-4a89-a012-f482f1f8fec5,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,9,2,10,0,9,0,10,2,10,0,AC,0,NA,0,,
c8ea83aa-282a-474d-8e57-330e7df0f672,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,5,0,5,0,5,0,5,0,5,0,5,0,,0,,0,,
e5f8026c-6647-4ba8-a19b-74f152290a9f,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,5,2,8,3,10,0,8,0,8,2,10,0,AC,0,AC,0,,
0acd8b8a-5ea2-4c1d-89ab-4125b4b302b3,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,9,0,10,0,10,0,10,3,10,0,10,0,AC,0,AC,0,,
4ad873d5-6f90-4c0d-9636-dbe364eaeca1,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,10,0,9,2,10,0,9,0,10,2,10,0,AC,0,AC,0,,
bd204ba2-b3aa-415e-8ab9-f2214c71b0ae,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,8,0,10,2,9,0,10,0,10,0,9,0,10,0,AC,0,AC,0,,
68cd96ca-df62-4702-b549-27b1e237fc7c,F,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,4,5,3,8,1,10,0,9,0,7,4,10,0,AC,0,NA,0,,
ae89bd37-2e96-4954-ac59-03c08eff6e2b,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,10,0,7,2,8,1,10,0,9,0,7,3,10,0,AC,0,NA,0,,
aab26edc-b850-4b99-b0c2-0bb17830034c,M,No,PRODUCCIÓN INDUSTRIAL,MATUTINO,5,0,8,0,5,4,10,0,9,0,7,2,8,2,AC,0,NA,0,,
